"id","est","fecha","altura","caudal","velocidad","superficie","metodo_aforo","observaciones"
"2545","25068001","2010-08-26",NULL,"0.082","0.534","0.153","MOLINETE",NULL
"2546","26061012","2010-08-26",NULL,"0.004",NULL,NULL,NULL,NULL
"2547","AN442","2010-09-14","0.605","1.29","0.719","1.79","MOLINETE",NULL
"2548","AN442","2010-09-14","0.605","1.21","0.679","1.79","ULTRASONICO",NULL
"2549","AN435","2010-09-22","0.52","0.265","0.154","1.719","ADC","SAICA"
"2550","AN442","2010-09-22","0.605","1.206","0.651","1.852","ADC",NULL
"2551","AN435","2010-09-22","0.52","0.306","0.385","0.796","MOLINETE","SAICA"
"2552","AN442","2010-09-22","0.605","1.08","0.575","1.88","MOLINETE",NULL
"2553","AN442","2010-09-24","0.61","1.405","0.748","1.88","ADC",NULL
"2554","AN441","2010-09-24","0.27","1.667","1.3","1.28","MOLINETE",NULL
"2555","AN441","2010-09-30","0.27","1.617","1.2","1.34","MOLINETE",NULL
"2556","AN442","2010-09-30","0.61","1.419","0.631","2.25","MOLINETE",NULL
"2557","AN435","2010-10-03","0.955","4.27","0.632","6.756","ADC","Aguas abajo"
"2558","AN435","2010-10-03","0.955","4.426","0.246","16.198","ULTRASONICO","Puente"
"2559","AN435","2010-10-04","0.78","2.681","0.532","5.038","ADC","Aguas abajo"
"2560","AN435","2010-10-05","0.52","0.29","0.38","0.763","ADC","Aguas abajo"
"2561","AN435","2010-10-05","0.52","0.289","0.11","2.617","ADC","Aguas arriba"
"2562","AN442","2010-10-05","0.63","1.618","0.824","1.962","ADC",NULL
"2563","AN442","2010-10-15","0.61","1.423","0.792","1.796","ADC",NULL
"2564","AN441","2010-10-15","0.29","1.729","1.26","1.4","MOLINETE",NULL
"2565","AN435","2010-10-26","0.62","1.065","0.808","1.319","ADC",NULL
"2566","AN435","2010-10-28","0.56","0.607","0.598","1.016","ADC",NULL
"2567","AN435","2010-10-29","0.55","0.505","0.591","0.855","ADC","Aguas abajo"
"2568","AN442","2010-11-02","0.605","6.17","0.111","53.14","ULTRASONICO",NULL
"2569","AN435","2010-11-03","0.955","4.27","0.632","6.756","ADC",NULL
"2570","AN441","2010-11-03","0.44","3.25","0.515","6.311","ADC",NULL
"2571","AN442","2010-11-03","0.645","2.639","0.93","2.892","ADC",NULL
"2572","25128020","2010-11-05",NULL,"0.056","0.7","0.08","MOLINETE",NULL
"2573","251230002","2010-11-05",NULL,"0.036","0.241","0.148","MOLINETE",NULL
"2574","AN439","2010-11-11","0.85","24.17","0.509","49.16","ULTRASONICO",NULL
"2575","AN442","2010-11-11","0.895","22.93","0.362","59.49","ULTRASONICO",NULL
"2576","AN4311","2010-11-16","0.2","2.545","0.607","4.191","ADC",NULL
"2577","AN441","2010-11-16","0.69","8.044","0.679","11.841","ADC",NULL
"2578","AN943","2010-11-18","0.41","0.442","0.312","1.42","MOLINETE",NULL
"2579","AN441","2010-11-19","0.69","7.409","0.73","10.15","MOLINETE",NULL
"2580","AN442","2010-11-22","1.16","56.96","0.769","68.98","ULTRASONICO",NULL
"2581","AN433","2010-11-26","0.72","17.79","0.62","25.25","ULTRASONICO",NULL
"2582","AN442","2010-11-26","0.91","24.13","0.38","60.06","ULTRASONICO",NULL
"2583","AN433","2010-12-23","1.265","39.04","0.917","35.88","ULTRASONICO",NULL
"2584","AN433","2010-12-23","1.38","40.99","0.926","37.18","ULTRASONICO",NULL
"2585","AN441","2010-12-23","1.27","72.75","0.899","73.66","ULTRASONICO",NULL
"2586","AN441","2010-12-23","1.22","63.78","0.785","79.68","ULTRASONICO",NULL
"2587","AN442","2010-12-23","1.27","72.75","0.899","73.66","ULTRASONICO",NULL
"2588","AN442","2010-12-23","1.22","63.78","0.785","79.68","ULTRASONICO","Puente de Oblatas"
"2589","25128020","2011-01-18",NULL,"0.029","0.554","0.052","MOLINETE",NULL
"2590","251230002","2011-01-18",NULL,"0.016","0.112","0.14","MOLINETE",NULL
"2591","AN314","2011-02-16","0.59","2.157","0.881","2.45","MOLINETE",NULL
"2592","AN331","2011-02-16","0.19","0.157","0.875","0.179","MOLINETE",NULL
"2593","AN441","2011-02-18","0.5","3.164","1.58","2","MOLINETE",NULL
"2594","AN311","2011-02-22","0.93","14.47",NULL,NULL,"ULTRASONICO",NULL
"2595","AN313","2011-02-22","0.99","13.55",NULL,NULL,"ULTRASONICO",NULL
"2596","AN442","2011-02-22","1.33","85.33",NULL,NULL,"ULTRASONICO",NULL
"2597","AN442","2011-02-22","1.3","75.12",NULL,NULL,"ULTRASONICO",NULL
"2598","AN941","2011-02-22","0.6","24.03",NULL,NULL,"ULTRASONICO",NULL
"2599","AN942","2011-02-22","1.2","25.28",NULL,NULL,"ULTRASONICO",NULL
"2600","AN531","2011-02-23","1.705","21.86",NULL,NULL,"ULTRASONICO",NULL
"2601","AN532","2011-02-23","0.76","7.78","0.685","8.195","ULTRASONICO",NULL
"2602","AN533","2011-02-23","0.735","14.18","0.892","14.49","ULTRASONICO",NULL
"2603","AN941","2011-02-23","2.04","123.26",NULL,NULL,"ULTRASONICO",NULL
"2604","AN941","2011-02-23","1.75","88.386",NULL,NULL,"ULTRASONICO",NULL
"2605","AN942","2011-02-23","1.49","54.18",NULL,NULL,"ULTRASONICO",NULL
"2606","AN442","2011-02-24","1.1","48.17","0.665","67.1","ULTRASONICO",NULL
"2607","AN435","2011-03-01","1.5","19.03","0.54","35.83","ULTRASONICO",NULL
"2608","AN439","2011-03-01","0.82","25.75","1.19","21.08","ULTRASONICO",NULL
"2609","AN435","2011-03-11","0.98","5.487","0.68","8.06","MOLINETE",NULL
"2610","AN439","2011-03-11","0.48","7.181","0.929","7.73","MOLINETE",NULL
"2611","AN434","2011-03-15","0.415","5.539","0.599","9.25","MOLINETE",NULL
"2612","AN439","2011-03-15","0.415","5.539","0.599","9.25","MOLINETE",NULL
"2613","AN439","2011-03-16","2.36","104.74","2.12","43.78","ULTRASONICO",NULL
"2614","AN540","2011-03-16","0.73","10.627","0.656","14.258","ULTRASONICO",NULL
"2615","AN442","2011-03-16","1.605","156.62","1.517","102.64","ULTRASONICO","Puente de Oblatas"
"2616","AN442","2011-03-16","1.59","146.81","1.47","99.21","ULTRASONICO","Puente de Oblatas"
"2617","E003","2011-03-17",NULL,"0.007","0.143","0.05","MOLINETE",NULL
"2618","25065028","2011-03-23",NULL,"0.075","0.499","0.151","MOLINETE",NULL
"2619","25066036","2011-03-23",NULL,"0.02",NULL,NULL,NULL,NULL
"2620","25067016","2011-03-23",NULL,"0.049","0.755","0.065","MOLINETE",NULL
"2621","25068010","2011-03-23",NULL,"0.007","0.131","0.056","MOLINETE",NULL
"2622","25071025","2011-03-23",NULL,"0.097","1.05","0.093","MOLINETE",NULL
"2623","25073014","2011-03-23",NULL,"0.02","0.37","0.053","MOLINETE",NULL
"2624","E001","2011-03-23",NULL,"0.011","0.283","0.038","MOLINETE",NULL
"2625","E002","2011-03-23",NULL,"0.122","0.722","0.17","MOLINETE",NULL
"2626","E004","2011-03-23",NULL,"0.016","0.733","0.022","MOLINETE",NULL
"2627","24064065","2011-03-24",NULL,"0.111","0.347","0.318","MOLINETE",NULL
"2628","25056029","2011-03-24",NULL,"0.03","0.25","0.12",NULL,NULL
"2629","25063012","2011-03-24",NULL,"0.018","0.467","0.038","MOLINETE",NULL
"2630","25067999","2011-03-24",NULL,"0.252","0.464","0.543","MOLINETE",NULL
"2631","25068001","2011-03-24",NULL,"0.041","0.403","0.101","MOLINETE",NULL
"2632","26061012","2011-03-24",NULL,"0.0008",NULL,NULL,NULL,NULL
"2633","E005","2011-03-24",NULL,"0.152","0.387","0.394","MOLINETE",NULL
"2634","23087006","2011-03-28",NULL,"0.297","2","0.148","MOLINETE",NULL
"2635","23092008","2011-03-28",NULL,"0.059","0.275","0.215","MOLINETE",NULL
"2636","23094002","2011-03-28",NULL,"0.007","0.25","0.026","MOLINETE",NULL
"2637","24081009","2011-03-28",NULL,"0.916","0.983","0.932","MOLINETE",NULL
"2638","24083003","2011-03-28",NULL,"0.661","0.395","1.67","MOLINETE",NULL
"2639","24086011","2011-03-28",NULL,"0.01",NULL,NULL,NULL,NULL
"2640","25081038","2011-03-28",NULL,"0.221","0.746","0.296","MOLINETE",NULL
"2641","25081039","2011-03-28",NULL,"0.2","0.272","0.737","MOLINETE",NULL
"2642","25081051","2011-03-28",NULL,"0.009",NULL,NULL,NULL,NULL
"2643","26132213","2011-03-29",NULL,"0.0001",NULL,NULL,NULL,NULL
"2644","26132301","2011-03-29",NULL,"7e-05",NULL,NULL,NULL,NULL
"2645","231030012","2011-03-29",NULL,"0.004",NULL,NULL,NULL,NULL
"2646","241020028","2011-03-29",NULL,"0.0002",NULL,NULL,NULL,NULL
"2647","241280001","2011-03-29",NULL,"0.017","0.284","0.053","MOLINETE",NULL
"2648","26085004","2011-03-30",NULL,"0.012","0.486","0.024","MOLINETE",NULL
"2649","26085005","2011-03-30",NULL,"0.021","0.021","0.035","MOLINETE",NULL
"2650","26091004","2011-03-30",NULL,"8e-05",NULL,NULL,NULL,NULL
"2651","26097032","2011-03-30",NULL,"0.015","0.291","0.051","MOLINETE",NULL
"2652","27074002","2011-03-30",NULL,"0.056","0.283","0.197","MOLINETE",NULL
"2653","27083009","2011-03-30",NULL,"0.008",NULL,NULL,NULL,NULL
"2654","26074006","2011-03-31",NULL,"0.351","2.2","0.159","MOLINETE",NULL
"2655","26078002","2011-03-31",NULL,"0.121","0.504","0.24","MOLINETE",NULL
"2656","26078008","2011-03-31",NULL,"0.129","0.799","0.161","MOLINETE",NULL
"2657","27075012","2011-03-31",NULL,"0.117","0.963","0.12","MOLINETE",NULL
"2658","AN439","2011-04-05","0.362","4.5","0.545","8.26","MOLINETE",NULL
"2659","AN435","2011-04-05","0.825","5.082","0.599","9.37","ULTRASONICO",NULL
"2660","23074005","2011-04-06",NULL,"0.089","0.494","0.18","MOLINETE",NULL
"2661","24068038","2011-04-06",NULL,"0.022","0.736","0.029","MOLINETE",NULL
"2662","24073004","2011-04-06",NULL,"0.06","0.623","0.096","MOLINETE",NULL
"2663","24074012","2011-04-06",NULL,"0.17","0.363","0.578","MOLINETE",NULL
"2664","24074015","2011-04-06",NULL,"0.021","0.143","0.144","MOLINETE",NULL
"2665","24076013","2011-04-06",NULL,"0.005",NULL,NULL,NULL,NULL
"2666","AN943","2011-04-08","0.27","0.214","1.22","0.176","MOLINETE",NULL
"2667","25128020","2011-04-12",NULL,"0.031","0.562","0.055","MOLINETE",NULL
"2668","251230002","2011-04-12",NULL,"0.009","0.131","0.07","MOLINETE",NULL
"2669","AN332","2011-04-14","0.83","6.839","0.502","13.64","MOLINETE",NULL
"2670","AN435","2011-04-14","0.72","2.398","0.557","4.3","MOLINETE",NULL
"2671","AN439","2011-04-14","0.345","3.928","0.514","7.64","MOLINETE",NULL
"2672","AN435","2011-04-15","0.7","2.019","0.531","3.8","MOLINETE",NULL
"2673","AN442","2011-04-15","0.67","3.88","0.626","6.2","MOLINETE",NULL
"2674","AN435","2011-04-18","0.67","1.5","0.459","3.27","MOLINETE",NULL
"2675","AN439","2011-04-18","0.26","2.172","0.305","7.13","MOLINETE",NULL
"2676","AN439","2011-05-03","0.27","2.222","0.355","6.26","MOLINETE",NULL
"2677","25128020","2011-05-10",NULL,"0.042","0.596","0.07","MOLINETE",NULL
"2678","251230002","2011-05-10",NULL,"0.013","0.154","0.084","MOLINETE",NULL
"2679","AN435","2011-05-11","0.66","1.548","0.424","3.65","MOLINETE",NULL
"2680","AN540","2011-05-26","0.08","0.036","0.114","0.313","MOLINETE",NULL
"2681","AN332","2011-05-27","0.65","4.148","0.599","6.92","MOLINETE",NULL
"2682","AN441","2011-05-27","0.28","1.609","1.41","1.14","MOLINETE","INTERCOMPARACIﾓN AFOROS"
"2683","AN441","2011-05-27","0.28","1.565","1.37","1.13","MOLINETE","INTERCOMPARACIﾓN AFOROS"
"2684","AN540","2011-05-30","0.08","0.033","0.108","0.301","MOLINETE",NULL
"2685","25128020","2011-06-07",NULL,"0.047","0.616","0.076","MOLINETE",NULL
"2686","251230002","2011-06-07",NULL,"0.01","0.094","0.102","MOLINETE",NULL
"2687","AN332","2011-06-29","0.46","1.75","0.505","3.468","MOLINETE",NULL
"2688","AN435","2011-06-30","0.545","0.546","0.51","1.063","ULTRASONICO",NULL
"2689","AN332","2011-08-04","0.51","2.681","0.668","4.01","MOLINETE",NULL
"2690","23087006","2011-08-10",NULL,"0.067","0.907","0.074","MOLINETE",NULL
"2691","23092008","2011-08-10",NULL,"0.041","0.162","0.256","MOLINETE",NULL
"2692","24078025","2011-08-10",NULL,"0.45",NULL,NULL,NULL,NULL
"2693","24081009","2011-08-10",NULL,"0.01",NULL,NULL,NULL,NULL
"2694","24086011","2011-08-10",NULL,"0.002",NULL,NULL,NULL,NULL
"2695","25081038","2011-08-10",NULL,"0.118","0.556","0.222","MOLINETE",NULL
"2696","25081039","2011-08-10",NULL,"0.019","0.199","0.097","MOLINETE",NULL
"2697","25081051","2011-08-10",NULL,"0.0014",NULL,NULL,NULL,NULL
"2698","26132213","2011-08-16",NULL,"0.0005",NULL,NULL,NULL,NULL
"2699","231030012","2011-08-16",NULL,"0.0003",NULL,NULL,NULL,NULL
"2700","241020028","2011-08-16",NULL,"0.0001",NULL,NULL,NULL,NULL
"2701","241280001","2011-08-16",NULL,"0.015","0.2","0.056","MOLINETE",NULL
"2702","25065028","2011-08-17",NULL,"0.008","0.121","0.068","MOLINETE",NULL
"2703","25066021","2011-08-17",NULL,"0.011","0.315","0.036","MOLINETE",NULL
"2704","25066036","2011-08-17",NULL,"0.013",NULL,NULL,NULL,NULL
"2705","25067016","2011-08-17",NULL,"0.005",NULL,NULL,NULL,NULL
"2706","25068010","2011-08-17",NULL,"0.031","0.294","0.136","MOLINETE",NULL
"2707","E001","2011-08-17",NULL,"0.006","0.147","0.043","MOLINETE",NULL
"2708","E003","2011-08-17",NULL,"0.007","0.143","0.05","MOLINETE",NULL
"2709","E004","2011-08-17",NULL,"0.0007","0.33","0.002","MOLINETE",NULL
"2710","27075012","2011-08-18",NULL,"0.022","0.531","0.042","MOLINETE",NULL
"2711","27086007","2011-08-18",NULL,"0.0017","0.67","0.003","MOLINETE",NULL
"2712","AN435","2011-08-19","0.5","0.342","0.35","0.976","ULTRASONICO",NULL
"2713","26097032","2011-08-22",NULL,"0.042","0.281","0.149","MOLINETE",NULL
"2714","23074005","2011-08-24",NULL,"0.001",NULL,NULL,"ADC",NULL
"2715","24068038","2011-08-24",NULL,"0.002",NULL,NULL,NULL,NULL
"2716","24073004","2011-08-24",NULL,"0.002",NULL,NULL,"ADC",NULL
"2717","24074012","2011-08-24",NULL,"0.01",NULL,NULL,"ADC",NULL
"2718","24074015","2011-08-24",NULL,"0.025","0.01","0.416","MOLINETE",NULL
"2719","24064065","2011-08-25",NULL,"0.015",NULL,NULL,"ADC",NULL
"2720","25056029","2011-08-25",NULL,"0.015",NULL,NULL,NULL,NULL
"2721","25067999","2011-08-25",NULL,"0.145","0.375","0.386","MOLINETE",NULL
"2722","25068001","2011-08-25",NULL,"0.084","0.896","0.094","MOLINETE",NULL
"2723","25068005","2011-08-25",NULL,"0.014","0.255","0.055","MOLINETE",NULL
"2724","E005","2011-08-25",NULL,"0.035",NULL,NULL,"ADC",NULL
"2725","AN433","2011-09-15","0.11","0.278","0.345","0.807","ADC",NULL
"2726","A068","2011-09-15","0.05","0.978","0.646","1.51","MOLINETE",NULL
"2727","AN433","2011-09-15","0.11","0.348","0.321","1.08","MOLINETE",NULL
"2728","AN439","2011-09-15","0.06","0.177","0.24","0.739","MOLINETE",NULL
"2729","AN433","2011-09-16","0.11","0.296","0.347","0.852","ADC",NULL
"2730","AN435","2011-09-23","0.5","0.278",NULL,NULL,"ADC","Aguas abajo"
"2731","AN943","2011-11-07","0.75","6.594","1.79","3.79","MOLINETE",NULL
"2732","AN433","2011-12-15","0.24","1.252","0.292","4.287","ADC",NULL
"2733","AN435","2011-12-15","0.56","0.749","0.381","1.964","ADC","Aguas abajo"
"2734","AN439","2011-12-15","0.2","1.363","0.217","6.286","MOLINETE",NULL
"2735","AN439","2012-03-09","0.5","8.006","0.672","11.92","MOLINETE",NULL
"2736","23087006","2012-03-12",NULL,"0.302","0.309","0.978","MOLINETE",NULL
"2737","23092008","2012-03-12",NULL,"0.052","1.48","0.035","MOLINETE",NULL
"2738","24078025","2012-03-12",NULL,"3.8",NULL,NULL,"MANUAL",NULL
"2739","24081003","2012-03-12",NULL,"6.051",NULL,NULL,"MANUAL",NULL
"2740","24081009","2012-03-12",NULL,"0.751","0.829","0.905","MOLINETE",NULL
"2741","24083003","2012-03-12",NULL,"0.744","0.507","1.47","MOLINETE",NULL
"2742","25081038","2012-03-12",NULL,"0.125","0.497","0.251","MOLINETE",NULL
"2743","25081039","2012-03-12",NULL,"0.274","0.05","5.51","MOLINETE",NULL
"2744","25081051","2012-03-12",NULL,"0.005",NULL,NULL,"MANUAL",NULL
"2745","24128001","2012-03-13",NULL,"1.61",NULL,NULL,"MANUAL",NULL
"2746","24128002","2012-03-13",NULL,"0.53",NULL,NULL,"MANUAL",NULL
"2747","25128005","2012-03-13",NULL,"0.055","0.458","0.101","MOLINETE",NULL
"2748","26132213","2012-03-13",NULL,"0.019","0.1","0.19","MANUAL",NULL
"2749","26132301","2012-03-13",NULL,"0.0005",NULL,NULL,"MANUAL",NULL
"2750","231030012","2012-03-13",NULL,"0.004",NULL,NULL,"MANUAL",NULL
"2751","241020028","2012-03-13",NULL,"0.0002",NULL,NULL,"MANUAL",NULL
"2752","241280001","2012-03-13",NULL,"0.018","0.279","0.06","MOLINETE",NULL
"2753","26071018","2012-03-15",NULL,"1e-05",NULL,NULL,"MANUAL",NULL
"2754","26074006","2012-03-15",NULL,"0.361","0.736","0.49","MOLINETE",NULL
"2755","26078002","2012-03-15",NULL,"0.055","0.304","0.182","MOLINETE",NULL
"2756","26078008","2012-03-15",NULL,"0.037","0.174","0.214","MOLINETE",NULL
"2757","27075012","2012-03-15",NULL,"0.131","0.684","0.19","MANUAL",NULL
"2758","27086007","2012-03-15",NULL,"0.005","0.5","0.009","MANUAL",NULL
"2759","23074005","2012-03-21",NULL,"0.125","1.09","0.115","MOLINETE",NULL
"2760","24067036","2012-03-21",NULL,"0.081","0.456","0.178","MOLINETE",NULL
"2761","24067037","2012-03-21",NULL,"0.05",NULL,NULL,"MANUAL",NULL
"2762","24068038","2012-03-21",NULL,"0.084","0.503","0.166","MOLINETE",NULL
"2763","24073004","2012-03-21",NULL,"0.063","0.175","0.361","MOLINETE",NULL
"2764","24074005","2012-03-21",NULL,"0.3","1","0.4","MANUAL",NULL
"2765","24074012","2012-03-21",NULL,"0.499","1.3","0.382","MOLINETE",NULL
"2766","24074015","2012-03-21",NULL,"1.04",NULL,NULL,"MOLINETE",NULL
"2767","24076013","2012-03-21",NULL,"0.125",NULL,NULL,"MANUAL",NULL
"2768","26085004","2012-03-22",NULL,"0.005","0.5","0.016","MANUAL",NULL
"2769","26085005","2012-03-22",NULL,"0.003",NULL,NULL,"MANUAL",NULL
"2770","26091004","2012-03-22",NULL,"0.002",NULL,NULL,"MANUAL",NULL
"2771","26097032","2012-03-22",NULL,"0.008","0.12","0.063","MOLINETE",NULL
"2772","27074002","2012-03-22",NULL,"0.032","0.512","0.062","MOLINETE",NULL
"2773","27078002","2012-03-22",NULL,"0.06",NULL,NULL,"MANUAL",NULL
"2774","27083009","2012-03-22",NULL,"0.01",NULL,NULL,"MANUAL",NULL
"2775","25065028","2012-03-26",NULL,"0.06","0.229","0.262","MOLINETE",NULL
"2776","25066021","2012-03-26",NULL,"0.038","0.246","0.155","MOLINETE",NULL
"2777","25066036","2012-03-26",NULL,"0.0065",NULL,NULL,"MANUAL",NULL
"2778","25068010","2012-03-26",NULL,"0.014","0.254","0.056","MOLINETE",NULL
"2779","25071025","2012-03-26",NULL,"0.028","0.431","0.065","MOLINETE",NULL
"2780","25073014","2012-03-26",NULL,"0.007",NULL,NULL,"MANUAL",NULL
"2781","E001","2012-03-26",NULL,"0.006","0.169","0.037","MOLINETE",NULL
"2782","E002","2012-03-26",NULL,"0.047","0.457","0.103","MOLINETE",NULL
"2783","E003","2012-03-26",NULL,"0.012","0.223","0.055","MOLINETE",NULL
"2784","E004","2012-03-26",NULL,"0.012","0.537","0.022","MOLINETE",NULL
"2785","AN442","2012-03-27","0.658","3.97","0.061","51.21","ULTRASONICO",NULL
"2786","24064065","2012-03-28",NULL,"0.023",NULL,NULL,"MOLINETE",NULL
"2787","25056029","2012-03-28",NULL,"0.035","0.358","0.098","MOLINETE",NULL
"2788","25062064","2012-03-28",NULL,"0.254","0.303","0.84","MOLINETE",NULL
"2789","25066009","2012-03-28",NULL,"0.032","0.35","0.095","MOLINETE",NULL
"2790","25067996","2012-03-28",NULL,"0.184","0.963","0.191","MOLINETE",NULL
"2791","25067999","2012-03-28",NULL,"0.287","0.452","0.635","MOLINETE",NULL
"2792","25068001","2012-03-28",NULL,"0.171","1.25","0.136","MOLINETE",NULL
"2793","25068005","2012-03-28",NULL,"0.04","0.803","0.05","MOLINETE",NULL
"2794","26061012","2012-03-28",NULL,"0.0002",NULL,NULL,"MANUAL",NULL
"2795","250630001","2012-03-28",NULL,"0.0003",NULL,NULL,"MANUAL",NULL
"2796","E005","2012-03-28",NULL,"0.094","0.286","0.328","MOLINETE",NULL
"2797","AN439","2012-03-30","0.28","2.806","0.406","6.92","MOLINETE",NULL
"2798","AN313","2012-04-02","0.6","1.078","0.395","2.727","MOLINETE",NULL
"2799","AN314","2012-04-03","0.56","1.369","0.373","3.676","ULTRASONICO",NULL
"2800","AN314","2012-04-03","0.56","1.387","0.139","9.981","ULTRASONICO",NULL
"2801","AN313","2012-04-10","0.59","0.917","0.234","3.929","MOLINETE",NULL
"2802","AN314","2012-04-10","0.55","1.333","0.41","3.25","ULTRASONICO",NULL
"2803","AN435","2012-04-12","0.7","2.282","0.537","4.25","MOLINETE",NULL
"2804","AN313","2012-04-13","0.6","1.248","0.368","3.39","MOLINETE",NULL
"2805","AN314","2012-04-13","0.55","1.722","0.488","3.53","MOLINETE",NULL
"2806","AN311","2012-04-16","0.8","10.65","0.469","19.03","ULTRASONICO",NULL
"2807","AN313","2012-04-16","0.96","11.12","0.485","24.41","ULTRASONICO",NULL
"2808","AN314","2012-04-16","0.86","14.18","1.285","12.43","ULTRASONICO",NULL
"2809","AN435","2012-04-16","2.25","29.895","0.553","48.43","ULTRASONICO",NULL
"2810","AN439","2012-04-16","1.08","31.046","0.58","58.53","ULTRASONICO",NULL
"2811","AN313","2012-04-17","0.85","8.75","0.346","21.79","ULTRASONICO",NULL
"2812","AN314","2012-04-17","0.79","9.08","1.021","10.018","ULTRASONICO",NULL
"2813","AN332","2012-04-17","1.35","26.27","0.627","41.46","ULTRASONICO",NULL
"2814","AN435","2012-04-17","1.335","15.56","1.001","16.365","ULTRASONICO",NULL
"2815","AN314","2012-04-18","0.85","11.56","1.149","12.17","ULTRASONICO",NULL
"2816","AN435","2012-04-18","1.475","31.35","0.651","44.88","ULTRASONICO",NULL
"2817","AN332","2012-04-18","1.475","31.35","0.651","44.88","ULTRASONICO",NULL
"2818","AN314","2012-04-19","0.95","15.45","1.04","15.95","ULTRASONICO",NULL
"2819","AN332","2012-04-19","1.71","23.61","0.552","40.38","ULTRASONICO",NULL
"2820","AN435","2012-04-19","1.78","49.64","0.904","51.868","ULTRASONICO",NULL
"2821","AN439","2012-04-19","0.81","23.29","0.499","51.39","ULTRASONICO",NULL
"2822","AN442","2012-04-24","0.94","24.075","0.395","61.198","ULTRASONICO",NULL
"2823","900000","2012-04-30",NULL,"0.329",NULL,NULL,"MOLINETE",NULL
"2824","900002","2012-04-30",NULL,"0.029","0.56","0.053","MOLINETE",NULL
"2825","AN4311","2012-05-04","0.23","2.587","0.616","4.2","MOLINETE",NULL
"2826","AN439","2012-05-04","0.44","6.736","0.642","10.49","MOLINETE",NULL
"2827","900000","2012-05-07",NULL,"0.158",NULL,NULL,"MOLINETE",NULL
"2828","900002","2012-05-07",NULL,"0.053","0.48","0.109","MOLINETE",NULL
"2829","AN313","2012-05-08","0.71","3.24","0.2","17.683","ULTRASONICO",NULL
"2830","AN314","2012-05-08","0.66","3.94","0.304","13.78","ULTRASONICO",NULL
"2831","AN332","2012-05-08","0.91","9.04","0.306","29.26","ULTRASONICO",NULL
"2832","AN4311","2012-05-09","0.15","1.827","0.612","2.99","MOLINETE",NULL
"2833","AN439","2012-05-09","0.4","5.022","0.542","9.27","MOLINETE",NULL
"2834","AN313","2012-05-10","0.71","2.235","0.57","3.92","MOLINETE",NULL
"2835","AN314","2012-05-10","0.64","2.132","0.526","4.05","MOLINETE",NULL
"2836","AN331","2012-05-10","0.32","0.371","0.64","0.58","MOLINETE",NULL
"2837","AN314","2012-05-11","0.67","3.134","0.633","4.95","MOLINETE",NULL
"2838","AN331","2012-05-11","0.31","0.206","0.225","0.918","MOLINETE",NULL
"2839","AN313","2012-05-11","0.7","2.551","0.478","5.339","ULTRASONICO",NULL
"2840","AN314","2012-05-11","0.67","2.996","0.693","4.322","ULTRASONICO",NULL
"2841","900002","2012-05-11",NULL,"0.056","0.43","0.131","MOLINETE",NULL
"2842","AN314","2012-05-14","0.61","2.468","0.617","3.999","ULTRASONICO",NULL
"2843","AN314","2012-05-14","0.59","1.718","0.508","3.385","ULTRASONICO",NULL
"2844","AN313","2012-05-17","0.69","2.141","0.431","4.963","ULTRASONICO",NULL
"2845","AN314","2012-05-17","0.64","2.076","0.484","4.289","ULTRASONICO",NULL
"2846","AN313","2012-05-18","0.62","1.686","0.502","3.36","MOLINETE",NULL
"2847","AN314","2012-05-18","0.57","2.176","0.64","3.4","MOLINETE",NULL
"2848","900000","2012-05-18",NULL,"0.157",NULL,NULL,"MOLINETE",NULL
"2849","900001","2012-05-18",NULL,"0.023","0.23","0.098","MOLINETE",NULL
"2850","900002","2012-05-18",NULL,"0.028","0.178","0.157","MOLINETE",NULL
"2851","AN314","2012-05-21","0.74","5.963","0.976","6.11","MOLINETE",NULL
"2852","AN313","2012-05-22","0.86","8.178","0.377","22.43","ULTRASONICO",NULL
"2853","AN314","2012-05-22","0.79","8.288","0.793","11.38","ULTRASONICO",NULL
"2854","AN435","2012-05-22","1.5","18.43","0.452","35.58","ULTRASONICO",NULL
"2855","AN439","2012-05-22","1.55","64.91","0.856","77.9","ULTRASONICO",NULL
"2856","AN442","2012-05-22","1.17","57.6","0.754","69.85","ULTRASONICO",NULL
"2857","AN311","2012-05-23","0.69","7.12","0.335","18.16","ULTRASONICO",NULL
"2858","AN313","2012-05-23","0.86","7.83","0.351","21.31","ULTRASONICO",NULL
"2859","AN314","2012-05-23","0.79","8.17","0.858","10.63","ULTRASONICO",NULL
"2860","AN332","2012-05-23","1.4","29.59","0.63","42.02","ULTRASONICO",NULL
"2861","AN313","2012-05-25","0.74","3.457","0.635","5.44","MOLINETE",NULL
"2862","AN314","2012-05-25","0.69","3.993","0.776","5.14","MOLINETE",NULL
"2863","900000","2012-05-25",NULL,"0.115",NULL,NULL,"MOLINETE",NULL
"2864","900002","2012-05-25",NULL,"0.049","0.248","0.199","MOLINETE",NULL
"2865","AN435","2012-06-01","0.62","1.536","0.499","3.08","MOLINETE","MUY MALO"
"2866","AN439","2012-06-01","0.25","2.199","0.353","6.24","MOLINETE",NULL
"2867","AN442","2012-06-01","0.67","3.281","0.824","3.98","MOLINETE",NULL
"2868","AN439","2012-06-08","0.29","1.533","0.29","5.29","MOLINETE",NULL
"2869","AN441","2012-06-08","0.4","2.261","1.52","1.49","MOLINETE",NULL
"2870","AN442","2012-06-08","0.6","2.006","0.695","2.89","MOLINETE",NULL
