"id","est","fecha","altura","caudal","velocidad","superficie","metodo_aforo","observaciones"
"4442","AN540","2020-03-16","1.26","35.8","1.97",NULL,"ULTRASONICO","6 transectos 8% error"
"4443","AN439","2020-03-16","1.6","61.55","1.32",NULL,"ULTRASONICO",NULL
"4444","AN442","2020-03-16","1.62","105.51",NULL,NULL,"ULTRASONICO",NULL
"4445","AN435","2020-03-16","2.61","39.65","0.86",NULL,NULL,NULL
"4446","AN435","2020-03-16","2.79","48.4","0.99",NULL,NULL,NULL
"4447","AN200","2020-03-17","1.02","2.22","0.27",NULL,"ADCP",NULL
"4448","AN201","2020-03-17","0.92","1.48","0.31",NULL,"ADCP",NULL
"4449","AN314","2020-03-17","1.6","39.99","2.19",NULL,"MF_PRO","6 TRANSECTOS 4% ERROR"
"4450","23092008","2020-03-17",NULL,"0.0423",NULL,"0.07","MF_PRO",NULL
"4451","23094002","2020-03-17",NULL,"0.0081",NULL,"0.04","MF_PRO",NULL
"4452","26085004","2020-03-23",NULL,"0.00558",NULL,"0.02","MF_PRO",NULL
"4453","26085005","2020-03-23",NULL,"0.01075",NULL,"0.07","MF_PRO",NULL
"4454","26091004","2020-03-23",NULL,"0.00012",NULL,NULL,"Volumétrico",NULL
"4455","26097032","2020-03-23",NULL,"0.01149",NULL,"0.04","MF_PRO",NULL
"4456","27074002","2020-03-23",NULL,"0.015",NULL,NULL,"MF_PRO",NULL
"4457","27083009","2020-03-23",NULL,"0.012",NULL,NULL,"MF_PRO",NULL
"4458","24064065","2020-03-24",NULL,"0.06174",NULL,"0.31","MF_PRO",NULL
"4459","24067036","2020-03-24",NULL,"0.06613",NULL,"0.13","MF_PRO",NULL
"4460","24067037","2020-03-24",NULL,"0.0044",NULL,"0.01","MF_PRO",NULL
"4461","24068038","2020-03-24",NULL,"0.047",NULL,"0.15","MF_PRO",NULL
"4462","24074005","2020-03-24",NULL,"0.09",NULL,NULL,"MF_PRO",NULL
"4463","24074015","2020-03-24",NULL,"0.00326",NULL,"0.02","MF_PRO",NULL
"4464","25071025","2020-03-24",NULL,"0.03501",NULL,"0.09","MF_PRO",NULL
"4465","E005","2020-03-24",NULL,"0.1206",NULL,"0.38","MF_PRO",NULL
"4466","23074005","2020-03-25",NULL,"0.02236",NULL,"0.04","MF_PRO",NULL
"4467","24073004","2020-03-25",NULL,"0.03293",NULL,"0.16","MF_PRO",NULL
"4468","24074012","2020-03-25",NULL,"0.221",NULL,"0.32","MF_PRO",NULL
"4469","24076013","2020-03-25",NULL,"0.04034",NULL,"0.01","MF_PRO",NULL
"4470","25081051","2020-03-25",NULL,"0.013",NULL,NULL,"Volumétrico",NULL
"4471","25056029","2020-03-26",NULL,"0.008",NULL,NULL,"MF_PRO",NULL
"4472","25067996","2020-03-26",NULL,"0.289",NULL,"0.26","MF_PRO",NULL
"4473","25067999","2020-03-26",NULL,"0.2219",NULL,"0.41","MF_PRO",NULL
"4474","25068001","2020-03-26",NULL,"0.04636",NULL,"0.13","MF_PRO",NULL
"4475","25068005","2020-03-26",NULL,"0.01308",NULL,"0.03","MF_PRO",NULL
"4476","26061012","2020-03-26",NULL,"0",NULL,NULL,"Volumétrico",NULL
"4477","25128005","2020-03-30",NULL,"0.02823",NULL,NULL,"MF_PRO",NULL
"4478","231030012","2020-03-30",NULL,"0.003",NULL,NULL,"Volumétrico",NULL
"4479","241020028","2020-03-30",NULL,"0.0006",NULL,NULL,"Volumétrico",NULL
"4480","241280001","2020-03-30",NULL,"0.00782",NULL,"0.05","MF_PRO",NULL
"4481","25065028","2020-03-31",NULL,"0.01668",NULL,"0.04","MF_PRO",NULL
"4482","25066021","2020-03-31",NULL,"0.03764",NULL,"0.08","MF_PRO",NULL
"4483","25066036","2020-03-31",NULL,"0.025",NULL,NULL,"MF_PRO",NULL
"4484","25067016","2020-03-31",NULL,"0.02436",NULL,"0.05","MF_PRO",NULL
"4485","25068010","2020-03-31",NULL,"0.03488",NULL,"0.11","MF_PRO",NULL
"4486","25073014","2020-03-31",NULL,"0.001",NULL,NULL,"Volumétrico",NULL
"4487","E001","2020-03-31",NULL,"0.00882",NULL,"0.05","MF_PRO",NULL
"4488","E002","2020-03-31",NULL,"0.00704",NULL,"0.02","MF_PRO",NULL
"4489","E003","2020-03-31",NULL,"0.01542",NULL,"0.03","MF_PRO",NULL
"4490","E004","2020-03-31",NULL,"0.013",NULL,NULL,"Volumétrico",NULL
"4491","AN4431","2020-04-01","0.46","0.281",NULL,NULL,"MF_PRO",NULL
"4492","25128005","2020-04-01",NULL,"0.06379",NULL,NULL,"MF_PRO",NULL
"4493","25128020","2020-04-01",NULL,"0.02361",NULL,"0.04","MF_PRO",NULL
"4494","26131008","2020-04-01",NULL,"0.02415",NULL,"0.03","MF_PRO",NULL
"4495","26074006","2020-04-02",NULL,"0.25",NULL,NULL,"MF_PRO",NULL
"4496","26078002","2020-04-02",NULL,"0.109",NULL,"0.36","MF_PRO",NULL
"4497","26078008","2020-04-02",NULL,"0.07672",NULL,"0.67","MF_PRO",NULL
"4498","27075012","2020-04-02",NULL,"0.01647",NULL,"0.03","MF_PRO",NULL
"4499","27086007","2020-04-02",NULL,"0.1735",NULL,"0.09","MF_PRO",NULL
"4500","25081038","2020-04-20","0.19","0.271",NULL,"0.33","MF_PRO",NULL
"4501","AN200","2020-04-24","0.79","0.193",NULL,NULL,"MF_PRO",NULL
"4502","AN201","2020-04-24","0.74","0.128",NULL,NULL,"MF_PRO",NULL
"4503","AN942","2020-04-29","0.52","1.085",NULL,NULL,"MF_PRO",NULL
"4504","25128005","2020-04-29",NULL,"0.03",NULL,"0.062","MF_PRO",NULL
"4505","25128020","2020-04-29",NULL,"0.027",NULL,"0.045","MF_PRO",NULL
"4506","26131008","2020-04-29",NULL,"0.016",NULL,"0.043","MF_PRO",NULL
"4507","AN331","2020-04-30","0.34","0.256",NULL,NULL,"MF_PRO",NULL
"4508","AN322","2020-04-30","0.61","2.852",NULL,NULL,"MF_PRO",NULL
"4509","AN540","2020-05-04","0.37","0.768",NULL,NULL,"MF_PRO",NULL
"4510","AN543","2020-05-04","0.15","0.175",NULL,NULL,"MOLINETE",NULL
"4511","25081038","2020-05-04","0.2","0.242",NULL,"0.319","MF_PRO",NULL
"4512","AN942","2020-05-07","0.4","0.798",NULL,NULL,"MF_PRO",NULL
"4513","AN942","2020-05-07","0.29","0.142",NULL,NULL,"MF_PRO",NULL
"4514","AN331","2020-05-11","0.23","0.231",NULL,NULL,"MF_PRO",NULL
"4515","AN200","2020-05-11","0.74","0.103",NULL,NULL,"MF_PRO",NULL
"4516","AN201","2020-05-11","0.72","0.104",NULL,NULL,"MF_PRO",NULL
"4517","AN4431","2020-05-11","0.46","0.34",NULL,NULL,"MF_PRO",NULL
"4518","AN942","2020-05-15","0.4","0.308",NULL,NULL,"MF_PRO",NULL
"4519","AN540","2020-05-15","0.56","2.11",NULL,NULL,"MF_PRO",NULL
"4520","AN543","2020-05-15","0.22","0.65",NULL,NULL,"MOLINETE",NULL
"4521","AN4311","2020-05-21","0.1","0.687",NULL,NULL,"MF_PRO",NULL
"4522","AN434","2020-05-21","0.75","0.523",NULL,NULL,"MF_PRO",NULL
"4523","AN439","2020-05-21","0.25","2.075",NULL,NULL,"MF_PRO",NULL
"4524","23087006","2020-05-22","0.36","0.175",NULL,"0.184","MF_PRO",NULL
"4525","23094002","2020-05-22","0.78","0.113",NULL,"0.302","MF_PRO",NULL
"4526","23094002","2020-05-22","0.84","0.109",NULL,"0.292","MF_PRO",NULL
"4527","9000001","2020-05-22","0.43","0.276",NULL,"1.011","MF_PRO",NULL
"4528","9000002","2020-05-22","0.39","0.368",NULL,"0.453","MF_PRO",NULL
"4529","900001","2020-05-22",NULL,"0.026",NULL,"0.003","MF_PRO",NULL
"4530","AN200","2020-05-25","0.74","0.07",NULL,NULL,"MF_PRO",NULL
"4531","AN201","2020-05-25","0.7","0.027",NULL,NULL,"MF_PRO",NULL
"4532","AN4431","2020-05-26","0.44","0.241",NULL,NULL,"MF_PRO",NULL
"4533","25128005","2020-05-27",NULL,"0.011",NULL,"0.027","MF_PRO",NULL
"4534","25128020","2020-05-27",NULL,"0.028",NULL,"0.048","MF_PRO",NULL
"4535","26131008","2020-05-27",NULL,"0.027",NULL,"0.058","MF_PRO",NULL
"4536","AN531","2020-05-29","0.81","0.34",NULL,NULL,"MF_PRO",NULL
"4537","AN532","2020-05-29","0.26","0.11",NULL,NULL,"MF_PRO",NULL
"4538","AN540","2020-06-01","0.27","0.356",NULL,NULL,"MF_PRO",NULL
"4539","AN441","2020-06-01","0.33","2.128",NULL,NULL,"MF_PRO",NULL
"4540","25081038","2020-06-01","0.24","0.273",NULL,"0.382","MF_PRO",NULL
"4541","23087006","2020-06-19","0.26","0.139",NULL,"0.177","MF_PRO",NULL
"4542","9000001","2020-06-19","0.44","0.245",NULL,"0.898","MF_PRO",NULL
"4543","9000002","2020-06-19","0.39","0.583",NULL,"0.617","MF_PRO",NULL
"4544","900001","2020-06-19",NULL,"0.32",NULL,"0.007","MF_PRO",NULL
"4545","25128005","2020-06-24",NULL,"0.01",NULL,"0.03","MF_PRO",NULL
"4546","25128020","2020-06-24",NULL,"0.01",NULL,"0.04","MF_PRO",NULL
"4547","26131008","2020-06-24",NULL,"0.02",NULL,"0.05","MF_PRO",NULL
"4548","AN540","2020-06-29","0.16","0.127",NULL,NULL,"MF_PRO",NULL
"4549","23087006","2020-07-24","0.19","0.05",NULL,"0.106","MF_PRO",NULL
"4550","23094002","2020-07-24","0.78","0.045",NULL,"0.209","MF_PRO",NULL
"4551","9000001","2020-07-24","0.43","0.247",NULL,"0.896","MF_PRO",NULL
"4552","9000002","2020-07-24","0.35","0.357",NULL,"0.446","MF_PRO",NULL
"4553","900001","2020-07-24",NULL,"0.01",NULL,"0.045","MF_PRO",NULL
"4554","25128005","2020-07-29",NULL,"0.0526",NULL,"0.06","MF_PRO",NULL
"4555","25128020","2020-07-29",NULL,"0.02643",NULL,"0.05","MF_PRO",NULL
"4556","26131008","2020-07-29",NULL,"0.05693",NULL,"0.08","MF_PRO",NULL
"4557","AN442","2020-08-03","0.974",NULL,NULL,NULL,"MF_PRO",NULL
"4558","AN442","2020-08-03","0.888",NULL,NULL,NULL,"MF_PRO",NULL
"4559","AN441","2020-08-03","0.19","1.004",NULL,NULL,"MF_PRO",NULL
"4560","AN520","2020-08-06","0.12","0.04317",NULL,NULL,"MF_PRO",NULL
"4561","AN531","2020-08-06","0.73","0.08446",NULL,NULL,"MF_PRO",NULL
"4562","AN533","2020-08-06","0.14","0.0936",NULL,NULL,NULL,NULL
"4563","AN442","2020-08-10","1.06",NULL,NULL,NULL,"MF_PRO",NULL
"4564","25081038","2020-08-10","0.2","0.08374",NULL,"0.14","MF_PRO",NULL
"4565","AN951","2020-08-13","0.43","0.281",NULL,NULL,NULL,NULL
"4566","26085004","2020-08-17",NULL,"0.002",NULL,NULL,"Volumétrico",NULL
"4567","26085005","2020-08-17",NULL,"0.000333",NULL,NULL,"Volumétrico",NULL
"4568","26097032","2020-08-17",NULL,"0.017",NULL,"0.101","MF_PRO",NULL
"4569","27074002","2020-08-17",NULL,"0.004",NULL,"0.021","MF_PRO",NULL
"4570","27083009","2020-08-17",NULL,"0.0001",NULL,NULL,"Volumétrico",NULL
"4571","AN540","2020-08-18","0.12","0.053",NULL,NULL,"MF_PRO",NULL
"4572","AN540","2020-08-18","0.12","0.053",NULL,NULL,"MF_PRO",NULL
"4573","AN200","2020-08-20","0.67","0.009",NULL,NULL,"MF_PRO",NULL
"4574","AN201","2020-08-20","0.64","0.006",NULL,NULL,"MF_PRO",NULL
"4575","25128005","2020-08-20",NULL,"0.0473",NULL,"0.09","MF_PRO",NULL
"4576","26132301","2020-08-20",NULL,"6.25e-05",NULL,NULL,NULL,NULL
"4577","231030012","2020-08-20",NULL,"0.00333",NULL,NULL,NULL,NULL
"4578","241020028","2020-08-20",NULL,"0.0005",NULL,NULL,NULL,NULL
"4579","241280001","2020-08-20",NULL,"0.0001875",NULL,NULL,NULL,NULL
"4580","AN442","2020-08-24","0.772",NULL,NULL,NULL,"MF_PRO",NULL
"4581","AN441","2020-08-24","0.2","1.084",NULL,NULL,"MF_PRO",NULL
"4582","AN439","2020-08-25","0.11","0.335",NULL,NULL,"MF_PRO",NULL
"4583","23087006","2020-08-28","0.11","0.045",NULL,"0.104","MF_PRO",NULL
"4584","23094002","2020-08-28","0.76","0.029",NULL,"0.197","MF_PRO",NULL
"4585","9000001","2020-08-28","0.33","0.154",NULL,"0.706","MF_PRO",NULL
"4586","9000002","2020-08-28","0.33","0.169",NULL,"0.372","MF_PRO",NULL
"4587","900001","2020-08-28",NULL,"0.013",NULL,"0.075","MF_PRO",NULL
"4588","AN439","2020-08-31","0.17","0.92",NULL,NULL,"MF_PRO",NULL
"4589","AN441","2020-08-31","0.26","1.25",NULL,NULL,"MF_PRO",NULL
"4590","AN311","2020-09-01","0.23","0.294",NULL,NULL,"MF_PRO",NULL
"4591","AN313","2020-09-01","0.33","0.499",NULL,NULL,"MF_PRO",NULL
"4592","AN314","2020-09-01","0.43","1.006",NULL,NULL,"MF_PRO",NULL
"4593","25128005","2020-09-02",NULL,"0.026",NULL,"0.061","MF_PRO",NULL
"4594","25128020","2020-09-02",NULL,"0.06",NULL,"0.06","MF_PRO",NULL
"4595","26131008","2020-09-02",NULL,"0.09",NULL,"0.18","MF_PRO",NULL
"4596","AN540","2020-09-08","0.11","0.052",NULL,NULL,"MF_PRO",NULL
"4597","AN540","2020-09-08","0.11","0.052",NULL,NULL,"MF_PRO",NULL
"4598","AN941","2020-09-11","0.05","1.446",NULL,NULL,"MF_PRO",NULL
"4599","23087006","2020-09-14",NULL,"0.03888",NULL,"0.07","MF_PRO",NULL
"4600","23092008","2020-09-14",NULL,"0.02946",NULL,"0.06","MF_PRO",NULL
"4601","24081009","2020-09-14",NULL,"0.0015",NULL,NULL,"Volumétrico",NULL
"4602","24083003","2020-09-14",NULL,"0.0005",NULL,NULL,"Volumétrico",NULL
"4603","25065028","2020-09-15",NULL,"0.0015",NULL,NULL,"Volumétrico",NULL
"4604","25066021","2020-09-15",NULL,"0.01",NULL,NULL,"Volumétrico",NULL
"4605","25066036","2020-09-15",NULL,"0.007",NULL,NULL,"Volumétrico",NULL
"4606","25067016","2020-09-15",NULL,"0.001",NULL,"0.01","MF_PRO",NULL
"4607","25068010","2020-09-15",NULL,"0.035",NULL,NULL,"Volumétrico",NULL
"4608","25073014","2020-09-15",NULL,"0",NULL,NULL,"Volumétrico",NULL
"4609","E001","2020-09-15",NULL,"0.0029",NULL,"0.01","MF_PRO",NULL
"4610","E003","2020-09-15",NULL,"0.00742",NULL,"0.04","MF_PRO",NULL
"4611","E004","2020-09-15",NULL,"0.001",NULL,NULL,"Volumétrico",NULL
"4612","26078002","2020-09-17",NULL,"0.01355",NULL,"0.19","MF_PRO",NULL
"4613","26078008","2020-09-17",NULL,"0.00408",NULL,"0.01","MF_PRO",NULL
"4614","27075012","2020-09-17",NULL,"0.00576",NULL,"0.03","MF_PRO",NULL
"4615","27086007","2020-09-17",NULL,"0.0008",NULL,"0","MF_PRO",NULL
"4616","23087006","2020-09-18","0.1","0.03512",NULL,"0.08","MF_PRO",NULL
"4617","23094002","2020-09-18","0.75","0.01177",NULL,"0.14","MF_PRO",NULL
"4618","9000001","2020-09-18","0.34","0.141",NULL,"1.07","MF_PRO",NULL
"4619","9000002","2020-09-18","0.34","0.159",NULL,"0.39","MF_PRO",NULL
"4620","900001","2020-09-18",NULL,"0.00731",NULL,"0.05","MF_PRO",NULL
"4621","24064065","2020-09-21",NULL,"0.01347",NULL,"0.08","MF_PRO",NULL
"4622","24067036","2020-09-21",NULL,"0.02642",NULL,"0.1","MF_PRO",NULL
"4623","24067037","2020-09-21",NULL,"0.0002",NULL,NULL,"Volumétrico",NULL
"4624","24068038","2020-09-21",NULL,"0.00255",NULL,"0.14","MF_PRO",NULL
"4625","24074015","2020-09-21",NULL,"0.002",NULL,NULL,"Volumétrico",NULL
"4626","25071025","2020-09-21",NULL,"0.0043",NULL,NULL,"Volumétrico",NULL
"4627","E005","2020-09-21",NULL,"0.00325",NULL,"0.01","MF_PRO",NULL
"4628","23074005","2020-09-22",NULL,"0.00113",NULL,"0.02","MF_PRO",NULL
"4629","24073004","2020-09-22",NULL,"0.003",NULL,NULL,"Volumétrico",NULL
"4630","24074012","2020-09-22",NULL,"0.0002",NULL,NULL,"Volumétrico",NULL
"4631","24078025","2020-09-22",NULL,"0.43",NULL,NULL,NULL,NULL
"4632","25081038","2020-09-22",NULL,"0.0739",NULL,"0.25","MF_PRO",NULL
"4633","25081039","2020-09-22",NULL,"0.12",NULL,NULL,"Volumétrico",NULL
"4634","25081051","2020-09-22",NULL,"0.003",NULL,NULL,"Volumétrico",NULL
"4635","25056029","2020-09-24",NULL,"0.002",NULL,"0.013","MF_PRO",NULL
"4636","25066009","2020-09-24",NULL,"0.005",NULL,NULL,"Volumétrico",NULL
"4637","25067996","2020-09-24",NULL,"0.1015",NULL,"0.5","MF_PRO",NULL
"4638","25067999","2020-09-24","0.39027777","0.04644",NULL,"0.27","MF_PRO",NULL
"4639","25068001","2020-09-24","0.40694445","0.04015",NULL,"0.14","MF_PRO",NULL
"4640","25068005","2020-09-24",NULL,"0.0015",NULL,NULL,"Volumétrico",NULL
"4641","26061012","2020-09-24",NULL,"8.333e-06",NULL,NULL,"Volumétrico",NULL
"4642","AN531","2020-10-01","0.76","0.09",NULL,NULL,"MF_PRO",NULL
"4643","AN533","2020-10-01","0.16","0.14",NULL,NULL,NULL,NULL
"4644","25081038","2020-10-05","0.16","0.101",NULL,"0.23","MF_PRO",NULL
"4645","25128005","2020-10-07",NULL,"0.04",NULL,"0.1","MF_PRO",NULL
"4646","25128020","2020-10-07",NULL,"0.02",NULL,"0.03","MF_PRO",NULL
"4647","26131008","2020-10-07",NULL,"0.05",NULL,"0.11","MF_PRO",NULL
"4648","AN434","2020-10-08","0.77","0.87",NULL,NULL,"MF_PRO",NULL
"4649","AN439","2020-10-14","1.3","41.5","1.82",NULL,"ULTRASONICO",NULL
"4650","AN442","2020-10-14","0.8","17.38",NULL,NULL,"ULTRASONICO",NULL
"4651","23087006","2020-10-16","0.15","0.03803",NULL,"0.12","MF_PRO",NULL
"4652","23094002","2020-10-16","0.75","0.0283",NULL,"0.3716","MF_PRO",NULL
"4653","9000001","2020-10-16","0.36","0.1381",NULL,"0.77","MF_PRO",NULL
"4654","9000002","2020-10-16","0.34","0.2152",NULL,"0.4","MF_PRO",NULL
"4655","900001","2020-10-16",NULL,"0.0283",NULL,"0.1858","MF_PRO",NULL
"4656","AN433","2020-10-19","0.4","4.565",NULL,NULL,"MF_PRO",NULL
"4657","AN434","2020-10-19","0.8","0.948",NULL,NULL,"MF_PRO",NULL
"4658","AN941","2020-10-22","0.16","2.071",NULL,NULL,"MF_PRO",NULL
"4659","AN942","2020-10-22","0.46","0.4615",NULL,NULL,"MF_PRO",NULL
"4660","AN331","2020-10-26","0.1","0.0597",NULL,NULL,"MF_PRO",NULL
"4661","AN439","2020-10-30","0.3","2.151",NULL,NULL,"MF_PRO",NULL
"4662","25081038","2020-11-02","0.17","0.0897",NULL,"0.24","MF_PRO",NULL
"4663","25128005","2020-11-11",NULL,"0.025",NULL,"0.038","MF_PRO",NULL
"4664","25128020","2020-11-11",NULL,"0.025",NULL,"0.038","MF_PRO",NULL
"4665","26131008","2020-11-11",NULL,"0.038",NULL,"0.107","MF_PRO",NULL
"4666","AN331","2020-11-13","0.09","0.03343",NULL,NULL,"MF_PRO",NULL
"4667","AN540","2020-11-16","0.14","0.07985",NULL,NULL,"MF_PRO",NULL
"4668","25081038","2020-11-16","0.16","0.096",NULL,"0.18","MF_PRO",NULL
"4669","23087006","2020-11-20","0.15","0.06823",NULL,"0.14","MF_PRO",NULL
"4670","23094002","2020-11-20","0.76","0.0139",NULL,"0.17","MF_PRO",NULL
"4671","9000001","2020-11-20","0.36","0.152",NULL,"0.81","MF_PRO",NULL
"4672","9000002","2020-11-20","0.35","0.199",NULL,"0.51","MF_PRO",NULL
"4673","900001","2020-11-20",NULL,"0.00881",NULL,"0.05","MF_PRO",NULL
"4674","AN530","2020-11-26","0.14","0.103",NULL,NULL,"MF_PRO",NULL
"4675","AN520","2020-11-27","0.2","0.1377",NULL,NULL,"MF_PRO",NULL
"4676","AN532","2020-11-28","0.18","0.081",NULL,NULL,"MF_PRO",NULL
"4677","25081038","2020-12-01","0.14","0.069",NULL,"0.21","MF_PRO",NULL
"4678","25081038","2020-12-14","0.19","0.0803",NULL,"0.25","MF_PRO",NULL
"4679","23094002","2020-12-22","0.76","0.0167",NULL,"0.15","MF_PRO",NULL
"4680","9000001","2020-12-22","0.34","0.092",NULL,"0.52","MF_PRO",NULL
"4681","9000002","2020-12-22","0.33","0.123",NULL,"0.47","MF_PRO",NULL
"4682","900001","2020-12-22",NULL,"0.0131",NULL,"0.07","MF_PRO",NULL
"4683","25081038","2020-12-28","0.19","0.1409",NULL,"0.29","MF_PRO",NULL
"4684","25081038","2021-01-11","0.19","0.08897",NULL,"0.23","MF_PRO",NULL
"4685","25128005","2021-01-13",NULL,"0.02742",NULL,"0.05","MF_PRO",NULL
"4686","25128020","2021-01-13",NULL,"0.01378",NULL,"0.02","MF_PRO",NULL
"4687","23087006","2021-01-15","0.53","0.1305",NULL,"0.69","MF_PRO",NULL
"4688","23094002","2021-01-15",NULL,"0.02172",NULL,"0.18","MF_PRO",NULL
"4689","900001","2021-01-15",NULL,"0.01908",NULL,"0.09","MF_PRO",NULL
"4690","25081038","2021-01-25","0.2","0.1575",NULL,"0.29","MF_PRO",NULL
"4691","25081038","2021-02-08","0.24","0.1702",NULL,"0.31","MF_PRO",NULL
"4692","23094002","2021-02-12","0.78","0.0521",NULL,"0.22","MF_PRO",NULL
"4693","9000001","2021-02-12",NULL,"0.163",NULL,"0.69","MF_PRO",NULL
"4694","9000002","2021-02-12","0.41","0.173",NULL,"0.53","MF_PRO",NULL
"4695","900001","2021-02-12",NULL,"0.024",NULL,"0.1","MF_PRO",NULL
"4696","25081038","2021-02-22","0.21","0.197",NULL,"0.34","MF_PRO",NULL
"4697","25081038","2021-03-03","0.22","0.205",NULL,"0.21","MF_PRO",NULL
"4698","25081038","2021-03-08","0.2","0.1849",NULL,"0.32","MF_PRO",NULL
"4699","23087006","2021-03-11","0.46","0.09329",NULL,"0.24","MF_PRO",NULL
"4700","23094002","2021-03-11","0.8","0.05047",NULL,"0.22","MF_PRO",NULL
"4701","9000001","2021-03-11","0.39","0.114",NULL,"0.7","MF_PRO",NULL
"4702","9000002","2021-03-11","0.36","0.1907",NULL,"0.49","MF_PRO",NULL
"4703","900001","2021-03-11",NULL,"0.0281",NULL,"0.1","MF_PRO",NULL
"4704","25081038","2021-03-22","0.19","0.1713",NULL,"0.31","MF_PRO",NULL
"4705","25128005","2021-03-24",NULL,"0.03359",NULL,"0.07","MF_PRO",NULL
"4706","25128020","2021-03-24",NULL,"0.01784",NULL,"0.03","MF_PRO",NULL
"4707","26131008","2021-03-24",NULL,"0.00115",NULL,"0.01","MF_PRO",NULL
"4708","25081038","2021-03-31","0.2","0.196",NULL,"0.165","MF_PRO",NULL
"4709","23087006","2021-04-12",NULL,"0.06275",NULL,"0.17","MF_PRO",NULL
"4710","23092008","2021-04-12",NULL,"0.03247",NULL,"0.11","MF_PRO",NULL
"4711","23094002","2021-04-12",NULL,"0.00917",NULL,"0.05","MF_PRO",NULL
"4712","24081009","2021-04-12",NULL,"0.3158",NULL,"0.64","MF_PRO",NULL
"4713","24083003","2021-04-12",NULL,"0.06514",NULL,"0.4","MF_PRO",NULL
"4714","25122006","2021-04-13",NULL,"0.00075",NULL,NULL,"Volumétrico",NULL
"4715","25128005","2021-04-13",NULL,"0.02749",NULL,"0.07","MF_PRO",NULL
"4716","231030012","2021-04-13",NULL,"0.001",NULL,NULL,"Volumétrico",NULL
"4717","241020028","2021-04-13",NULL,"0.00025",NULL,NULL,"Volumétrico",NULL
"4718","241280001","2021-04-13",NULL,"0.01685",NULL,"0.1","MF_PRO",NULL
"4719","900001","2021-04-16",NULL,"0.0082",NULL,"0.1","MF_PRO",NULL
"4720","23094002","2021-04-16","0.79","0.04804",NULL,"0.23","MF_PRO",NULL
"4721","9000001","2021-04-16","0.39","0.1562",NULL,"0.71","MF_PRO",NULL
"4722","9000002","2021-04-16","0.36","0.1754",NULL,"0.25","MF_PRO",NULL
"4723","25081038","2021-04-19","0.22","0.1501",NULL,"0.22","MF_PRO",NULL
"4724","25056029","2021-04-20",NULL,"0.015",NULL,NULL,"MF_PRO",NULL
"4725","25062064","2021-04-20",NULL,"0.12",NULL,NULL,"MF_PRO",NULL
"4726","25063012","2021-04-20",NULL,"0.007",NULL,NULL,"MF_PRO",NULL
"4727","25066009","2021-04-20",NULL,"0.007",NULL,NULL,"MF_PRO",NULL
"4728","25067996","2021-04-20",NULL,"0.1311",NULL,"0.19","MF_PRO",NULL
"4729","25067999","2021-04-20",NULL,"0.1196",NULL,"0.28","MF_PRO",NULL
"4730","25068001","2021-04-20",NULL,"0.06691",NULL,"0.11","MF_PRO",NULL
"4731","25068005","2021-04-20",NULL,"0.01156",NULL,"0.03","MF_PRO",NULL
"4732","26061012","2021-04-20",NULL,"3e-05",NULL,NULL,"Volumétrico",NULL
"4733","260630001","2021-04-20",NULL,"0.0025",NULL,NULL,"Volumétrico",NULL
"4734","23074005","2021-04-21",NULL,"0.01722",NULL,"0.04","MF_PRO",NULL
"4735","24073004","2021-04-21",NULL,"0.00357",NULL,"0.03","MF_PRO",NULL
"4736","24074012","2021-04-21",NULL,"0.09828",NULL,"0.31","MF_PRO",NULL
"4737","24076013","2021-04-21",NULL,"0.006",NULL,NULL,"MF_PRO",NULL
"4738","25081038","2021-04-21",NULL,"0.1367",NULL,"0.33","MF_PRO",NULL
"4739","25081039","2021-04-21",NULL,"0.032",NULL,NULL,"MF_PRO",NULL
"4740","25081051","2021-04-21",NULL,"0.003",NULL,NULL,"MF_PRO",NULL
"4741","24067036","2021-04-22",NULL,"0.05898",NULL,"0.15","MF_PRO",NULL
"4742","24067037","2021-04-22",NULL,"0.015",NULL,NULL,"MF_PRO",NULL
"4743","24068038","2021-04-22",NULL,"0.001",NULL,NULL,"Volumétrico",NULL
"4744","24074005","2021-04-22",NULL,"0.2",NULL,NULL,"MF_PRO",NULL
"4745","24074015","2021-04-22",NULL,"0.00296",NULL,"0.01","MF_PRO",NULL
"4746","25071025","2021-04-22",NULL,"0.01382",NULL,"0.05","MF_PRO",NULL
"4747","E005","2021-04-22",NULL,"0.083",NULL,"0.137","MF_PRO",NULL
"4748","26085004","2021-04-26",NULL,"0.003",NULL,NULL,"Volumétrico",NULL
"4749","26085005","2021-04-26",NULL,"0.0015",NULL,NULL,"Volumétrico",NULL
"4750","26097032","2021-04-26",NULL,"0.01247",NULL,"0.16","MF_PRO",NULL
"4751","27074002","2021-04-26",NULL,"0.00936",NULL,"0.03","MF_PRO",NULL
"4752","27083009","2021-04-26",NULL,"0.0015",NULL,NULL,"Volumétrico",NULL
